2025-08-16 17:10:11,348 [33mWARNING[0m Sending username and password in the clear
2025-08-16 17:10:11,348 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=77.81.230.104:9092 <connecting> [IPv4 ('77.81.230.104', 9092)]>: connecting to 77.81.230.104:9092 [('77.81.230.104', 9092) IPv4]
2025-08-16 17:10:11,492 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=77.81.230.104:9092 <checking_api_versions_recv> [IPv4 ('77.81.230.104', 9092)]>: Broker version identified as 2.6
2025-08-16 17:10:11,588 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=77.81.230.104:9092 <authenticating> [IPv4 ('77.81.230.104', 9092)]>: Authenticated as admin via SASL / Plain
2025-08-16 17:10:11,589 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=77.81.230.104:9092 <connected> [IPv4 ('77.81.230.104', 9092)]>: Connection complete.
2025-08-16 17:10:11,589 [33mWARNING[0m group_id is None: disabling auto-commit.
2025-08-16 17:10:11,590 [32mINFO[0m Updating subscribed topics to: ('demo_temperature_alerts', 'demo_humidity_alerts')
2025-08-16 17:10:11,590 [32mINFO[0m Alert consumer listening on: demo_temperature_alerts, demo_humidity_alerts
2025-08-16 17:10:11,639 [32mINFO[0m Updated partition assignment: [TopicPartition(topic='demo_temperature_alerts', partition=0), TopicPartition(topic='demo_temperature_alerts', partition=1), TopicPartition(topic='demo_humidity_alerts', partition=0), TopicPartition(topic='demo_humidity_alerts', partition=1)]
2025-08-16 17:10:11,639 [33mWARNING[0m Sending username and password in the clear
2025-08-16 17:10:11,639 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=1001 host=77.81.230.104:9092 <connecting> [IPv4 ('77.81.230.104', 9092)]>: connecting to 77.81.230.104:9092 [('77.81.230.104', 9092) IPv4]
2025-08-16 17:10:11,787 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=1001 host=77.81.230.104:9092 <authenticating> [IPv4 ('77.81.230.104', 9092)]>: Authenticated as admin via SASL / Plain
2025-08-16 17:10:11,787 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=1001 host=77.81.230.104:9092 <connected> [IPv4 ('77.81.230.104', 9092)]>: Connection complete.
2025-08-16 17:10:11,787 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=77.81.230.104:9092 <connected> [IPv4 ('77.81.230.104', 9092)]>: Closing connection. 
2025-08-16 17:10:11,788 [33mWARNING[0m Sending username and password in the clear
2025-08-16 17:10:11,838 [32mINFO[0m Resetting offset for partition TopicPartition(topic='demo_temperature_alerts', partition=0) to offset 0.
2025-08-16 17:10:11,838 [32mINFO[0m Resetting offset for partition TopicPartition(topic='demo_temperature_alerts', partition=1) to offset 0.
2025-08-16 17:10:11,838 [32mINFO[0m Resetting offset for partition TopicPartition(topic='demo_humidity_alerts', partition=0) to offset 0.
2025-08-16 17:10:11,838 [32mINFO[0m Resetting offset for partition TopicPartition(topic='demo_humidity_alerts', partition=1) to offset 0.
2025-08-16 17:10:11,947 [32mINFO[0m [demo_humidity_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:40.994+00:00', 'metric': 'humidity', 'value': 16.18, 'threshold': '<20.0', 'message': 'Humidity threshold breached'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:40.994+00:00', 'metric': 'temperature', 'value': 44.71, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:42.347+00:00', 'metric': 'temperature', 'value': 41.0, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:45.499+00:00', 'metric': 'temperature', 'value': 41.46, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:47.301+00:00', 'metric': 'temperature', 'value': 43.89, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6201, 'ts': '2025-08-16T16:41:04.031+00:00', 'metric': 'temperature', 'value': 40.49, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 1133, 'ts': '2025-08-16T16:43:09.278+00:00', 'metric': 'temperature', 'value': 40.61, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 1133, 'ts': '2025-08-16T16:43:10.037+00:00', 'metric': 'temperature', 'value': 44.39, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:40.994+00:00', 'metric': 'temperature', 'value': 44.71, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:42.797+00:00', 'metric': 'temperature', 'value': 42.24, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:44.599+00:00', 'metric': 'temperature', 'value': 43.08, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:16.634+00:00', 'metric': 'temperature', 'value': 44.94, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:18.383+00:00', 'metric': 'temperature', 'value': 41.42, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:18.383+00:00', 'metric': 'temperature', 'value': 41.42, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:20.484+00:00', 'metric': 'temperature', 'value': 40.71, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,952 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:21.183+00:00', 'metric': 'temperature', 'value': 40.53, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 1133, 'ts': '2025-08-16T16:43:09.278+00:00', 'metric': 'temperature', 'value': 40.61, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 1133, 'ts': '2025-08-16T16:43:10.037+00:00', 'metric': 'temperature', 'value': 44.39, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:40.994+00:00', 'metric': 'temperature', 'value': 44.71, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:42.797+00:00', 'metric': 'temperature', 'value': 42.24, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:44.599+00:00', 'metric': 'temperature', 'value': 43.08, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 9267, 'ts': '2025-08-16T16:43:45.499+00:00', 'metric': 'temperature', 'value': 41.46, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:21.183+00:00', 'metric': 'temperature', 'value': 40.53, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6235, 'ts': '2025-08-16T17:03:29.641+00:00', 'metric': 'temperature', 'value': 41.22, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:05.184+00:00', 'metric': 'temperature', 'value': 44.56, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:16.730+00:00', 'metric': 'temperature', 'value': 43.69, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:35.622+00:00', 'metric': 'temperature', 'value': 43.75, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:05:11.322+00:00', 'metric': 'temperature', 'value': 40.25, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:05:22.869+00:00', 'metric': 'temperature', 'value': 41.78, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:05:30.234+00:00', 'metric': 'temperature', 'value': 42.08, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:16.634+00:00', 'metric': 'temperature', 'value': 44.94, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 4797, 'ts': '2025-08-16T16:45:20.484+00:00', 'metric': 'temperature', 'value': 40.71, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 3684, 'ts': '2025-08-16T16:54:44.647+00:00', 'metric': 'temperature', 'value': 42.23, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6235, 'ts': '2025-08-16T17:03:31.689+00:00', 'metric': 'temperature', 'value': 40.76, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:03:56.442+00:00', 'metric': 'temperature', 'value': 42.41, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:03:58.883+00:00', 'metric': 'temperature', 'value': 44.37, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:41.921+00:00', 'metric': 'temperature', 'value': 43.24, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:53.469+00:00', 'metric': 'temperature', 'value': 44.41, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:04:56.619+00:00', 'metric': 'temperature', 'value': 43.6, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:10:11,953 [32mINFO[0m [demo_temperature_alerts] {'sensor_id': 6847, 'ts': '2025-08-16T17:05:34.432+00:00', 'metric': 'temperature', 'value': 40.75, 'threshold': '>40.0', 'message': 'Temperature threshold exceeded'}
2025-08-16 17:12:17,047 [32mINFO[0m Stopping alert consumer...
2025-08-16 17:12:17,964 [32mINFO[0m <BrokerConnection client_id=kafka-python-2.2.15, node_id=1001 host=77.81.230.104:9092 <connected> [IPv4 ('77.81.230.104', 9092)]>: Closing connection. 
2025-08-16 17:12:17,964 [33mWARNING[0m Sending username and password in the clear
2025-08-16 17:12:17,964 [32mINFO[0m Fetch to node 1001 failed: Cancelled: <BrokerConnection client_id=kafka-python-2.2.15, node_id=1001 host=77.81.230.104:9092 <connected> [IPv4 ('77.81.230.104', 9092)]>
